"Particule detection","Bounding rectangle","Area","Perimeter","Centroid","Fit Elipse","Shape","Feret’s diameter"
49,58,48,57,50,51,55,149
49,48,49,50,50,52,56,149
49,46,48,49,50,53,57,149
49,47,53,50,50,51,56,149
49,47,48,49,50,51,56,149
49,47,49,50,50,51,56,149
49,47,48,48,50,50,58,149
49,46,48,51,50,51,55,149
49,46,48,48,50,50,54,149
49,48,48,47,50,51,57,149
49,47,48,53,50,50,57,149
49,47,48,51,50,51,56,149
49,47,48,51,50,50,56,149
49,47,48,49,50,50,56,149
49,48,47,49,50,50,56,149
49,47,54,49,50,51,56,149
49,48,48,56,50,51,56,149
49,47,47,49,50,50,55,149
49,49,48,48,50,51,55,149
49,48,48,52,50,49,56,149
49,47,48,50,50,51,55,149
49,47,47,48,50,59,57,149
49,47,48,49,50,53,55,149
49,48,47,48,50,51,56,149
49,48,48,50,50,49,56,149
49,48,48,47,50,50,56,149
49,48,51,48,50,50,55,149
49,47,49,49,50,51,56,149
49,48,48,51,50,51,56,149
49,47,48,49,50,50,56,149
49,47,48,48,50,49,56,149
49,47,48,51,50,49,55,149
49,47,48,55,50,50,56,149
49,47,48,49,50,49,55,149
49,58,47,48,50,50,56,149
49,48,48,48,50,50,71,149
49,47,49,49,50,49,58,149
49,47,47,50,50,51,56,149
49,47,48,50,50,50,57,149
49,47,47,52,50,50,55,149
49,46,54,50,50,51,56,149
49,47,48,49,50,50,56,149
49,48,54,49,50,50,59,149
49,47,49,50,50,49,55,149
49,47,48,51,50,49,58,149
49,47,47,50,50,51,56,149
49,47,47,49,50,49,57,150
49,47,46,59,50,49,59,150
49,47,48,48,50,50,60,150
49,47,48,48,50,50,58,150
49,47,48,49,50,50,60,150
49,48,49,51,50,50,57,150
49,47,48,48,50,49,59,150
49,48,54,50,50,60,60,150
49,47,48,48,50,53,60,150
49,47,48,48,50,50,58,150
49,47,49,49,50,50,60,150
49,47,47,48,50,51,57,150
49,47,47,50,50,50,59,150
49,47,49,52,50,50,59,150
49,48,48,49,50,51,59,150
49,47,50,54,50,50,59,150
49,48,48,47,50,51,58,150
49,47,48,48,50,55,60,150
49,47,48,50,50,52,59,150
49,47,49,53,50,50,67,150
49,47,53,49,50,53,59,150
49,47,48,49,50,53,57,150
49,63,50,50,50,51,58,150
49,47,54,47,50,52,56,150
49,48,48,49,50,54,56,150
49,47,49,50,50,50,57,150
49,49,49,50,50,51,57,150
49,47,48,48,50,52,56,150
49,47,48,47,50,52,55,150
49,46,48,52,50,51,57,150
49,47,49,49,50,50,59,150
49,47,50,48,50,49,58,150
49,47,54,49,50,50,56,150
49,47,48,48,50,50,59,150
49,47,49,50,50,50,56,150
49,47,48,50,50,49,55,150
49,47,48,51,50,54,58,150
49,47,48,50,50,51,61,150
49,47,49,50,50,49,59,150
49,47,48,50,50,61,56,150
49,47,49,50,50,51,56,150
49,47,47,49,50,52,56,150
49,47,50,55,50,52,56,150
49,47,51,48,50,50,56,150
49,46,49,51,50,50,57,150
49,47,47,51,50,52,55,150
49,47,47,50,50,49,55,150
49,47,49,50,50,51,56,150
49,47,47,48,50,50,56,150
49,47,46,50,50,50,65,150
49,47,48,52,50,53,57,150
49,47,47,50,50,49,57,150
49,48,47,53,50,51,55,150
49,47,47,47,50,50,55,150
49,47,53,54,50,49,56,150
49,47,50,49,50,52,56,150
49,47,50,47,50,50,55,150
49,47,49,47,50,52,57,150
49,47,50,52,50,49,55,150
49,48,49,50,50,49,56,150
49,47,51,48,50,51,58,150
49,47,49,50,50,50,57,150
49,48,50,47,50,50,57,150
49,47,49,47,50,49,55,150
49,47,48,48,50,52,56,150
49,47,54,50,50,56,58,150
49,46,49,49,50,49,56,150
49,46,49,54,50,51,58,150
49,47,49,48,50,51,55,150
49,49,48,47,50,51,56,150
49,47,48,50,50,50,56,150
49,46,48,50,50,60,58,150
49,46,48,57,50,51,56,150
49,47,48,50,50,51,56,150
49,48,48,50,50,51,55,150
49,47,53,47,50,50,56,150
49,46,47,47,50,50,56,150
49,49,48,47,50,50,56,150
49,47,47,50,50,50,67,150
49,48,48,51,50,50,56,150
49,47,48,49,50,50,55,150
49,47,48,47,50,53,56,150
49,48,47,48,50,49,56,150
49,47,51,50,50,50,57,150
49,47,48,47,50,49,57,150
49,48,51,50,50,52,58,150
49,48,48,50,50,50,56,150
49,46,47,47,50,50,55,150
49,46,47,50,50,52,57,150
49,59,48,51,50,51,56,150
49,47,48,54,50,51,57,150
49,47,47,51,50,50,55,150
49,46,49,48,50,50,56,150
49,47,47,48,50,50,55,150
49,47,48,52,50,50,55,150
49,50,52,58,50,49,57,150
49,46,50,50,50,49,55,150
49,46,49,51,50,51,56,150
49,46,48,51,50,50,55,150
49,47,49,47,50,50,55,150
49,46,47,50,50,50,55,150
49,46,47,54,50,50,56,150
49,47,49,50,50,50,55,150
49,47,47,48,50,59,55,150
49,47,53,48,50,50,55,150
49,46,47,49,50,51,55,150
49,47,47,49,50,52,55,150
49,47,48,47,50,55,58,150
49,51,47,52,50,50,66,150
49,55,47,48,50,51,57,150
49,55,49,47,50,51,56,150
49,51,49,52,50,51,56,150
49,469,158,159,50,306,413,150
49,48,48,48,50,50,57,150
49,51,48,48,50,51,57,150
49,52,47,48,50,51,56,150
49,52,47,48,50,186,57,150
49,51,47,48,50,50,55,150
49,54,47,50,50,51,58,150
49,53,48,49,50,51,57,150
49,53,48,48,50,49,202,150
49,50,49,48,50,50,55,150
49,50,53,54,50,50,55,150
49,71,48,51,50,52,55,150
49,48,48,49,50,50,55,150
49,46,49,47,50,50,54,150
49,47,48,47,50,51,55,150
49,46,48,48,50,51,57,150
49,55,48,49,50,49,55,150
49,53,48,50,50,52,57,150
49,59,48,49,50,52,55,150
49,54,47,51,50,51,55,150
49,59,48,48,50,50,55,150
49,54,48,54,50,52,56,150
49,53,55,51,50,52,56,150
49,51,48,48,50,49,55,150
49,51,49,51,50,50,55,150
49,46,48,49,50,51,55,150
49,47,48,48,50,51,57,150
49,48,49,49,50,50,55,150
49,48,49,50,50,54,56,150
49,48,48,47,50,51,55,150
49,47,48,47,50,49,55,150
49,46,48,48,50,50,56,150
49,46,48,47,50,49,56,150
49,48,48,49,50,50,55,150
49,48,49,47,50,49,56,150
49,48,48,56,50,51,57,150
49,47,55,49,50,67,58,150
49,48,48,48,50,50,72,150
49,48,48,48,50,50,57,150
49,48,46,49,50,49,56,150
49,48,47,49,50,52,57,150
49,47,47,49,50,51,56,150
49,48,48,49,50,53,56,150
49,48,46,47,50,52,55,150
49,46,48,47,50,51,56,150
49,70,48,48,50,52,57,150
49,48,47,47,50,50,56,150
49,47,47,50,50,50,55,150
49,48,47,50,50,50,56,150
49,47,49,51,50,50,55,150
49,48,47,55,50,50,56,150
49,46,48,48,50,51,56,150
49,46,55,47,50,50,56,150
49,47,49,47,50,50,56,150
49,47,48,51,50,50,57,150
49,48,48,47,50,49,55,150
49,47,47,47,50,51,56,150
49,47,47,51,50,50,55,150
49,47,47,49,50,50,56,150
49,47,48,48,50,50,55,150
49,47,47,48,50,50,56,150
49,48,48,48,50,51,55,150
49,49,47,48,50,50,56,150
49,47,47,48,50,50,56,150
49,48,47,48,50,50,56,150
49,47,48,50,50,50,55,150
49,46,47,48,50,50,55,150
49,47,47,203,50,49,71,150
49,47,48,51,50,69,55,150
49,47,194,48,50,50,56,150
49,47,49,48,50,50,55,150
49,50,48,49,50,49,55,150
49,48,47,49,50,50,55,150
49,49,47,48,50,49,54,150
49,47,48,48,50,50,55,150
49,48,49,48,50,51,57,150
49,49,48,51,50,54,59,150
49,46,47,48,50,50,55,150
49,47,48,49,50,51,57,150
49,69,47,48,50,51,55,150
49,48,49,49,50,52,55,150
49,48,48,52,50,49,55,150
49,48,49,56,50,49,55,150
49,48,49,48,50,52,54,150
49,48,48,48,50,50,55,150
49,48,48,51,50,53,56,150
49,48,49,50,50,51,56,150
49,47,63,55,50,51,57,150
49,47,47,49,50,50,56,150
49,47,47,48,50,49,56,150
49,47,50,47,50,50,56,150
49,48,48,51,50,49,55,150
49,47,49,50,50,50,55,150
49,47,47,47,50,49,55,150
49,46,49,48,50,51,56,150
49,47,47,47,50,50,56,150
49,48,48,47,50,49,71,150
49,46,49,48,50,49,63,150
49,46,49,48,50,50,55,150
49,46,49,50,50,51,57,150
49,48,48,49,50,72,56,150
49,47,48,51,50,49,56,150
49,48,50,48,50,50,56,150
49,47,47,52,50,50,57,150
49,48,48,49,50,49,56,150
49,47,48,49,50,49,55,150
49,48,54,56,50,50,56,150
49,46,47,50,50,52,56,150
49,48,47,49,50,50,56,150
49,49,47,47,50,49,55,150
49,50,48,52,50,50,56,150
49,53,48,49,50,49,57,150
49,52,47,48,50,49,57,150
49,54,47,48,50,50,57,150
49,54,48,48,50,51,57,150
49,52,49,48,50,49,56,150
49,53,48,49,50,50,57,150
49,53,48,49,50,49,56,150
49,51,47,50,50,51,55,150
49,51,48,47,50,50,56,150
49,56,48,50,50,50,55,150
49,55,47,47,50,50,56,150
49,52,47,48,50,50,57,150
49,47,47,49,50,50,58,150
49,60,47,54,50,52,58,150
49,52,49,49,50,52,57,150
49,51,52,50,50,50,72,150
49,53,52,47,50,50,56,150
49,53,47,48,50,51,56,150
49,49,48,53,50,50,57,150
49,46,48,50,50,50,56,150
49,46,48,48,50,51,56,150
49,47,47,47,50,69,56,150
49,47,47,49,50,50,57,150
49,47,48,47,50,51,59,150
49,47,47,54,50,55,58,150
49,46,48,52,50,50,59,150
49,47,46,53,50,51,58,150
49,47,47,52,50,50,57,150
49,48,48,55,50,51,57,150
49,48,47,53,50,49,57,150
49,47,47,60,50,52,58,150
49,47,47,50,50,53,58,150
49,48,46,50,50,50,62,150
49,51,48,50,50,50,60,150
49,50,47,51,50,50,57,150
49,75,48,53,50,50,58,150
49,57,47,49,50,52,57,150
49,53,47,49,50,49,57,150
49,53,59,50,50,50,56,150
49,50,49,49,50,51,57,150
49,49,48,47,50,50,54,150
49,48,48,48,50,53,57,150
49,48,48,49,50,50,56,150
49,46,48,47,50,56,56,150
49,47,48,51,50,50,56,150
49,47,48,51,50,50,73,150
49,46,47,51,50,49,57,150
49,48,47,49,50,50,55,150
49,58,48,50,50,50,56,150
49,50,48,49,50,49,56,150
49,55,52,48,50,50,57,150
49,49,49,48,50,50,58,150
49,51,49,47,50,50,59,150
49,62,47,47,50,71,58,150
49,48,48,49,50,49,58,150
49,47,48,49,50,54,56,150
49,48,48,49,50,49,56,150
49,47,48,48,50,51,55,150
49,47,47,49,50,49,56,150
49,48,48,49,50,50,57,150
49,46,49,51,50,52,56,150
49,47,52,49,50,50,55,150
49,48,55,51,50,51,55,150
49,48,58,48,50,51,57,150
49,48,48,48,50,51,56,150
49,47,47,51,50,50,56,150
49,46,48,48,50,50,56,150
49,47,48,50,50,51,55,150
49,46,48,48,50,49,56,150
49,68,48,50,50,49,55,150
49,46,48,58,50,50,58,150
49,47,48,49,50,50,55,150
49,47,48,53,50,52,55,150
49,46,49,51,50,50,55,150
49,47,49,50,50,49,55,150
49,47,47,49,50,51,73,150
49,47,49,50,50,51,57,150
49,47,49,50,50,51,55,150
49,46,49,48,50,51,54,150
49,46,48,51,50,51,54,150
49,46,48,49,50,50,56,150
49,46,50,51,50,50,55,150
49,47,47,50,50,50,55,150
49,46,47,48,50,49,55,150
49,46,47,48,50,50,58,150
49,47,47,48,50,69,55,150
49,46,48,50,50,51,55,150
49,45,54,50,50,50,55,150
49,46,49,53,50,50,59,150
49,45,48,50,50,50,56,150
49,46,48,50,50,50,55,150
49,47,48,56,50,49,58,150
49,47,49,50,50,50,55,150
49,48,48,52,50,50,55,150
49,48,48,48,50,49,56,150
49,46,49,51,50,50,55,150
49,48,49,50,50,51,55,150
49,46,47,47,50,51,55,150
49,46,48,51,50,49,57,150
49,46,48,50,50,49,54,150
49,46,49,47,50,51,55,150
49,45,48,48,50,50,55,150
49,49,48,49,50,51,55,150
49,72,47,48,50,51,55,150
49,48,48,47,50,53,71,150
49,48,48,47,50,51,58,150
49,47,48,54,50,52,56,150
49,47,49,47,50,51,57,150
49,50,49,47,50,51,56,150
49,53,47,51,50,53,56,150
49,54,55,50,50,51,56,150
49,50,51,59,50,51,57,150
49,50,50,52,50,50,56,150
49,50,48,49,50,50,57,150
49,50,50,50,50,52,56,150
49,50,48,54,50,51,56,150
49,51,48,50,50,52,64,150
49,50,51,48,50,71,57,150
49,50,49,48,50,51,57,150
49,52,49,52,50,51,64,150
49,51,48,52,50,51,59,150
49,51,51,50,50,51,57,150
49,50,47,50,50,52,60,150
49,50,48,53,50,50,57,150
49,46,47,48,50,51,55,150
49,48,48,48,50,51,55,150
49,47,48,49,50,51,56,150
49,48,49,49,50,51,56,150
49,46,48,48,50,51,56,150
49,47,48,50,50,49,59,150
49,50,47,47,50,52,57,150
49,49,48,50,50,50,55,150
49,50,57,47,50,50,55,150
49,50,47,49,50,51,55,150
49,52,47,62,50,50,71,150
49,51,47,51,50,51,57,150
49,51,47,47,50,50,57,150
49,67,48,49,50,51,58,150
49,47,47,48,50,55,57,150
49,46,47,50,50,50,55,150
49,46,49,55,50,51,56,150
49,47,48,47,50,50,55,150
49,47,49,49,50,50,59,150
49,48,48,50,50,50,56,150
49,47,47,47,50,50,55,150
49,46,47,49,50,49,56,150
49,47,48,47,50,49,56,150
49,47,47,49,50,49,56,150
49,47,48,49,50,49,56,150
49,48,46,48,50,70,56,150
49,47,48,47,50,50,55,150
49,48,46,49,50,50,56,150
49,46,48,50,50,51,56,150
49,46,55,48,50,50,57,150
49,47,48,50,50,50,56,150
49,46,47,50,50,50,58,150
49,48,47,53,50,51,56,150
49,48,47,48,50,50,57,150
49,49,48,49,50,52,56,150
49,47,47,47,50,50,55,150
49,46,47,50,50,51,55,150
49,48,47,47,50,50,55,150
49,47,47,48,50,50,57,150
49,48,48,47,50,50,55,150
49,47,48,48,50,49,73,150
49,47,47,48,50,49,57,150
49,47,49,49,50,51,56,150
49,47,48,47,50,49,57,150
49,47,48,50,50,49,55,150
49,47,49,47,50,50,58,150
49,46,49,50,50,52,55,150
49,47,49,54,50,49,56,150
49,48,49,52,50,49,55,150
49,47,56,47,50,50,56,150
49,47,48,51,50,49,56,150
49,47,47,50,50,52,56,150
49,47,47,50,50,50,57,150
49,47,48,48,50,49,54,150
49,46,47,51,50,50,55,150
49,46,47,47,50,51,56,150
49,46,48,47,50,51,55,150
49,47,47,52,50,68,55,150
49,46,48,50,50,51,54,150
49,47,49,52,50,52,56,150
49,47,48,48,50,52,56,150
49,46,47,59,50,49,55,150
49,47,48,50,50,50,56,150
49,46,46,48,50,51,56,150
49,47,48,49,50,51,54,150
49,47,46,50,50,49,56,150
49,47,49,50,50,53,57,150
49,48,47,47,50,51,55,150
49,46,48,48,50,50,56,150
49,47,48,51,50,51,69,150
49,46,47,49,50,50,57,150
49,47,48,48,50,50,56,150
49,46,47,50,50,50,55,150
49,46,48,53,50,49,55,150
49,47,47,49,50,51,55,150
49,46,47,53,50,52,56,150
49,46,48,50,50,50,55,150
49,47,49,47,50,52,56,150
49,46,48,48,50,52,56,150
49,47,47,47,50,51,55,150
49,66,49,48,50,51,56,150
49,48,48,49,50,50,56,150
49,51,47,51,50,49,55,150
49,48,48,48,50,52,57,150
49,48,47,49,50,50,56,150
49,47,48,47,50,52,55,150
49,47,48,49,50,49,55,150
49,47,55,49,50,50,57,150
49,47,49,50,50,71,58,150
49,46,49,53,50,51,56,150
49,46,49,47,50,51,56,150
49,49,49,50,50,49,60,150
49,48,48,50,50,50,58,150
49,55,50,48,50,53,57,150
49,48,49,47,50,50,56,150
49,49,48,47,50,53,57,150
49,46,47,49,50,49,55,150
49,46,47,47,50,50,55,150
49,46,47,49,50,50,56,150
49,46,48,48,50,50,72,150
49,46,49,49,50,50,56,150
49,48,48,47,50,50,59,150
49,47,48,54,50,50,57,150
49,48,48,48,50,51,59,150
49,48,48,48,50,50,56,150
49,47,48,47,50,50,57,150
49,48,50,47,50,50,56,150
49,47,47,48,50,49,56,150
49,46,50,48,50,51,57,150
49,51,49,50,50,50,57,150
49,48,48,49,50,50,57,150
49,47,49,48,50,50,56,150
49,48,48,47,50,49,56,150
49,49,47,50,50,50,55,150
49,71,48,48,50,49,56,150
49,48,48,54,50,50,56,150
49,47,47,48,50,50,55,150
49,47,47,49,50,52,55,150
49,48,47,49,50,51,56,150
49,48,48,48,50,49,56,150
49,48,47,49,50,71,57,150
49,47,56,51,50,52,56,150
49,47,47,48,50,54,57,150
49,48,50,50,50,53,56,150
49,47,51,54,50,51,65,150
49,47,50,49,50,51,58,150
49,49,47,47,50,52,55,150
49,48,48,53,50,52,54,150
49,46,48,47,50,51,56,150
49,49,48,49,50,51,72,150
49,48,47,49,50,51,56,150
49,48,50,48,50,50,55,150
49,47,48,50,50,49,55,150
49,46,48,47,50,50,55,150
49,47,48,48,50,49,55,150
49,48,47,47,50,50,55,150
49,46,48,48,50,49,56,150
49,47,55,50,50,51,58,150
49,48,47,55,50,50,56,150
49,48,47,52,50,50,55,150
49,51,48,48,50,50,56,150
49,48,48,48,50,51,55,150
49,48,48,50,50,49,55,150
49,48,47,56,50,51,55,150
49,48,47,51,50,55,56,150
49,48,49,49,50,50,56,150
49,49,48,47,50,52,55,150
49,49,47,47,50,51,55,150
49,68,47,48,50,51,55,150
49,47,48,48,50,51,55,150
49,47,48,47,50,53,55,150
49,47,47,47,50,51,55,150
49,48,47,54,50,70,57,150
49,47,55,52,50,51,55,150
49,47,48,51,50,50,56,150
49,48,47,49,50,50,56,150
49,46,49,49,50,51,54,150
49,49,48,49,50,50,55,150
49,46,46,47,50,51,72,150
49,46,48,47,50,51,56,150
49,47,48,49,50,50,56,150
49,47,47,49,50,50,55,150
49,46,48,47,50,53,56,150
49,47,48,48,50,55,56,150
49,47,48,52,50,51,56,150
49,46,48,49,50,51,56,150
49,47,48,46,50,50,56,150
49,47,49,48,50,51,56,150
49,47,54,47,50,50,56,150
49,46,47,47,50,51,56,150
49,47,47,48,50,51,56,150
49,47,47,47,50,52,57,150
49,47,47,47,50,50,56,150
49,47,49,47,50,51,55,150
49,48,47,50,50,51,56,150
49,48,47,47,50,52,56,150
49,47,46,47,50,50,57,150
49,47,48,53,50,52,57,150
49,47,46,47,50,49,57,150
49,47,50,47,50,53,57,150
49,45,47,48,50,51,58,150
49,46,47,48,50,51,57,150
49,68,52,49,50,50,55,150
49,48,48,47,50,50,55,150
49,48,48,52,50,72,55,150
49,46,46,48,50,51,55,150
49,49,48,50,50,49,55,150
49,47,47,49,50,50,58,150
49,46,48,48,50,50,70,150
49,48,47,54,50,51,56,150
49,47,47,49,50,50,55,150
49,46,47,48,50,49,54,150
49,46,47,50,50,50,54,150
49,47,47,51,50,49,56,150
49,47,50,50,50,49,55,150
49,47,49,51,50,50,56,150
49,46,55,51,50,51,55,150
49,48,47,49,50,53,55,150
49,48,47,49,50,49,54,150
49,47,47,51,50,51,55,150
49,48,49,49,50,50,54,150
49,47,48,56,50,50,56,150
49,48,47,50,50,50,56,150
49,49,48,50,50,50,56,150
49,47,47,58,50,49,56,150
49,49,49,51,50,52,58,150
49,48,47,49,50,49,55,150
49,48,47,55,50,53,55,150
49,50,47,53,50,49,55,150
49,50,54,47,50,51,55,150
49,50,47,50,50,51,56,150
49,49,47,58,50,51,56,150
49,48,48,52,50,51,55,150
49,46,49,50,50,50,56,150
49,49,48,47,50,49,56,150
49,47,49,51,50,49,56,150
49,70,48,52,50,69,56,150
49,49,48,47,50,52,55,150
49,48,48,50,50,51,68,150
49,48,48,51,50,53,56,150
49,47,48,48,50,52,56,150
49,46,54,53,50,50,56,150
49,46,48,53,50,50,56,150
49,47,48,49,50,51,56,150
49,46,49,48,50,50,56,150
49,47,48,50,50,50,57,150
49,46,49,53,50,50,56,150
49,47,48,49,50,50,57,150
49,49,47,49,50,51,56,150
49,48,47,48,50,52,56,150
49,48,48,51,50,51,56,150
49,47,47,52,50,54,58,150
49,48,48,50,50,50,56,150
49,47,48,57,50,51,55,150
49,47,48,50,50,51,58,150
49,48,47,51,50,50,57,150
49,47,53,48,50,50,56,150
49,48,50,53,50,50,57,150
49,47,49,56,50,50,57,150
49,47,49,51,50,50,56,150
49,46,50,47,50,50,55,150
49,46,48,51,50,50,58,150
49,47,47,50,50,52,56,150
49,47,47,53,50,51,58,150
49,46,47,50,50,50,57,150
49,50,47,57,50,50,54,150
49,49,48,52,50,49,55,150
49,50,47,49,50,50,74,150
49,47,46,48,50,70,56,150
49,69,50,57,50,52,55,150
49,48,53,52,50,51,55,150
49,49,47,49,50,52,55,150
49,48,48,50,50,53,56,150
49,48,49,47,50,52,58,150
49,47,47,51,50,51,56,150
49,48,47,50,50,52,57,150
49,48,49,51,50,49,56,150
49,48,47,47,50,49,55,150
49,47,48,47,50,51,56,150
49,47,47,53,50,51,55,150
49,47,47,48,50,50,56,150
49,48,47,48,50,51,56,150
49,48,48,50,50,51,56,150
49,48,47,50,50,49,57,150
49,46,55,49,50,51,57,150
49,48,47,51,50,54,55,150
49,48,47,47,50,52,55,150
49,47,47,46,50,51,57,150
49,46,48,50,50,51,57,150
49,47,48,56,50,51,56,150
49,48,49,48,50,51,56,150
49,47,48,47,50,50,57,150
49,51,47,49,50,51,57,150
49,49,48,50,50,49,57,150
49,46,48,48,50,51,56,150
49,47,49,55,50,49,55,150
49,49,47,48,50,49,59,150
49,47,56,47,50,50,73,150
49,46,50,50,50,49,56,150
49,47,47,52,50,50,56,150
49,49,47,55,50,69,60,150
49,47,47,48,50,52,56,150
49,48,47,47,50,52,57,150
49,70,46,49,50,52,56,150
49,48,47,47,50,50,56,150
49,48,46,47,50,50,57,150
49,47,46,48,50,51,56,150
49,48,48,49,50,49,55,150
49,47,47,50,50,50,55,150
49,47,48,49,50,50,55,150
49,50,48,49,50,51,55,150
49,47,48,49,50,53,55,150
49,47,54,47,50,53,56,150
49,46,48,58,50,52,57,150
49,47,49,47,50,51,61,150
49,47,48,48,50,51,57,150
49,46,48,47,50,51,56,150
49,46,49,49,50,52,61,150
49,47,49,47,50,51,56,150
49,47,48,48,50,50,59,150
49,47,50,49,50,51,60,150
49,47,51,48,50,49,55,150
49,47,46,47,50,52,57,150
49,47,47,48,50,50,56,150
49,46,50,47,50,50,57,150
49,49,48,48,50,50,57,150
49,49,56,48,50,51,57,150
49,47,49,47,50,49,70,150
49,47,49,50,50,50,56,150
49,49,48,48,50,50,56,150
49,47,49,49,50,50,57,150
49,47,48,49,50,52,56,150
49,47,50,47,50,77,61,150
49,48,47,49,50,50,56,150
49,49,48,55,50,52,56,150
49,47,49,51,50,51,61,150
49,47,49,47,50,51,56,150
49,66,47,49,50,52,56,150
49,47,47,48,50,50,55,150
49,48,48,51,50,50,56,150
49,49,55,49,50,49,56,150
49,48,50,47,50,50,57,150
49,47,49,48,50,51,57,150
49,47,50,49,50,50,57,150
49,48,49,54,50,50,55,150
49,47,47,49,50,49,56,150
49,48,48,51,50,51,55,150
49,47,48,47,50,49,56,150
49,48,49,47,50,50,55,150
49,49,51,50,50,50,59,150
49,47,48,48,50,51,55,150
49,48,47,55,50,49,56,150
49,48,48,48,50,50,55,150
49,47,52,50,50,49,56,150
49,48,48,57,50,50,56,150
49,51,48,49,50,49,55,150
49,51,48,50,50,49,71,150
49,50,48,60,50,49,56,150
49,48,48,51,50,50,56,150
49,47,50,49,50,50,56,150
49,48,49,48,50,53,55,150
49,47,48,47,50,49,55,150
49,47,49,47,50,51,56,150
49,48,48,51,50,50,55,150
49,47,49,51,50,68,56,150
49,48,51,49,50,49,57,150
49,47,53,50,50,49,60,150
49,47,49,51,50,52,57,150
49,48,48,47,50,52,55,150
49,47,49,47,50,51,56,150
49,49,49,50,50,50,55,150
49,72,48,46,50,50,56,150
49,47,48,47,50,52,56,150
49,46,49,50,50,50,54,150
49,49,47,57,50,52,57,150
49,48,47,52,50,53,56,150
49,48,48,48,50,52,56,150
49,48,48,60,50,52,58,150
49,47,53,50,50,54,55,150
49,51,49,49,50,52,55,150
49,50,47,51,50,54,54,150
49,49,47,47,50,55,56,150
49,47,47,50,50,50,57,150
49,48,48,52,50,50,64,150
49,47,47,54,50,52,58,150
49,48,47,48,50,50,55,150
49,47,48,49,50,50,74,150
49,48,49,51,50,50,56,150
49,48,49,50,50,51,59,150
49,49,48,50,50,50,59,150
49,52,54,49,50,51,55,150
49,50,48,49,50,50,57,150
49,48,48,50,50,51,59,150
49,49,47,47,50,49,56,150
49,49,48,50,50,50,57,150
49,49,47,62,50,50,56,150
49,48,47,50,50,71,57,150
49,47,47,50,50,51,57,150
49,47,48,51,50,51,56,150
49,47,47,48,50,50,57,150
49,49,48,49,50,50,56,150
49,50,51,50,50,51,60,150
49,48,48,52,50,50,60,150
49,49,47,50,50,51,56,150
49,50,47,54,50,50,55,150
49,70,47,55,50,49,55,150
49,47,48,48,50,50,57,150
49,49,46,59,50,49,57,150
49,50,49,53,50,49,55,150
49,50,51,57,50,49,57,150
49,50,49,53,50,49,56,150
49,49,50,50,50,49,56,150
49,50,54,48,50,49,56,150
49,51,50,54,50,49,58,150
49,48,48,51,50,49,56,150
49,49,49,50,50,49,57,150
49,48,47,56,50,49,72,150
49,48,50,51,50,49,56,150
49,48,48,49,50,49,61,150
49,47,48,50,50,50,61,150
49,47,48,50,50,52,58,150
49,48,50,51,50,51,55,150
49,48,49,50,50,50,56,150
49,49,53,49,50,51,57,150
49,48,51,48,50,51,58,150
49,47,49,52,50,51,55,150
49,48,49,51,50,50,60,150
49,48,50,48,50,51,57,150
49,47,47,49,50,69,56,150
49,48,47,49,50,51,59,150
49,47,47,49,50,49,57,150
49,49,48,48,50,50,56,150
49,47,48,48,50,49,55,150
49,48,52,51,50,51,55,150
49,49,47,47,50,49,55,150
49,49,48,49,50,50,58,150
49,49,48,59,50,50,58,150
49,49,50,49,50,51,57,150
49,73,48,52,50,49,55,150
49,47,47,53,50,50,58,150
49,47,48,51,50,50,57,150
49,47,48,50,50,49,58,150
49,51,47,49,50,49,57,150
49,47,51,48,50,49,58,150
49,48,49,51,50,50,58,150
49,52,49,48,50,50,71,150
49,50,47,47,50,50,59,150
49,48,48,47,50,51,55,150
49,47,48,47,50,51,57,150
49,46,48,49,50,49,55,150
49,46,48,49,50,49,56,150
49,47,48,49,50,52,57,150
49,48,48,50,50,50,55,150
49,46,48,47,50,50,58,150
49,47,52,54,50,49,56,150
49,46,47,51,50,49,56,150
49,47,46,49,50,50,55,150
49,46,47,47,50,52,56,150
49,47,47,49,50,52,55,150
49,46,47,51,50,50,56,150
49,47,48,50,50,68,56,150
49,49,47,49,50,52,56,150
49,47,49,47,50,61,56,150
49,48,48,49,50,51,55,150
49,47,48,50,50,48,56,150
49,48,47,47,50,51,57,150
49,47,47,48,50,51,56,150
49,47,51,47,50,51,57,150
49,48,50,48,50,51,58,150
50,47,50,50,50,50,57,150
50,48,49,51,50,51,57,150
50,48,48,51,50,50,60,150
50,73,47,51,50,49,56,150
50,50,48,57,50,50,55,150
50,51,46,49,50,51,57,150
50,49,47,54,50,53,84,150
50,47,49,47,50,51,57,150
50,48,48,47,50,51,57,150
50,47,48,50,50,52,56,150
50,48,48,49,50,52,56,150
50,47,52,47,50,53,57,150
50,46,48,49,50,51,57,150
50,47,49,48,50,50,56,150
50,47,47,48,50,50,56,150
50,47,48,48,50,50,57,150
50,48,47,49,50,50,59,150
50,47,47,50,50,50,56,150
50,47,47,50,50,50,59,150
50,48,47,50,50,51,66,150
50,49,48,50,50,50,56,150
50,48,48,56,50,51,58,150
50,48,47,48,50,49,55,150
50,48,52,47,50,69,56,150
50,48,50,48,50,49,57,150
50,48,48,49,50,51,56,150
50,48,47,47,50,50,54,150
50,48,47,47,50,49,56,150
50,47,48,48,50,49,56,150
